29/09/2015 11:21:08:708  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000001971443505178
29/09/2015 11:21:43:915  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:21:43:915  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000001971443505178
29/09/2015 11:21:43:915  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000001971443505178
29/09/2015 11:21:53:152  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000001971443505178
29/09/2015 11:21:53:152  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:21:53:152  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | ReEnter | 10000001971443505178
29/09/2015 11:21:53:152  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000001971443505178
29/09/2015 11:22:05:742  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000001971443505178
29/09/2015 11:22:05:742  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:22:05:742  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000001971443505178
29/09/2015 11:22:05:742  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000001971443505178
29/09/2015 11:22:15:416  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000001971443505178
29/09/2015 11:22:15:416  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:22:15:416  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | ReEnter | 10000001971443505178
29/09/2015 11:22:15:416  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000001971443505178
29/09/2015 11:22:25:074  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000001971443505178
29/09/2015 11:22:25:074  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:22:25:074  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000001971443505178
29/09/2015 11:22:25:074  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000001971443505178
29/09/2015 11:22:27:711  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000001971443505178
29/09/2015 11:22:27:711  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000001971443505178
29/09/2015 11:22:27:711  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | ReEnter | 10000001971443505178
29/09/2015 11:22:27:711  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000001971443505178
29/09/2015 11:22:27:867  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | ExceedTries_PP | Return Code | Output_Parameters:returncode |  | 10000001971443505178
29/09/2015 11:22:27:867  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | ExceedTries_PP |  |  |  | 10000001971443505178
29/09/2015 11:22:27:976  INFO - In Progress | session id:mpp-2015272053938-4 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000001971443505178
29/09/2015 11:22:27:976  INFO - End | session id:mpp-2015272053938-4 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000001971443505178
29/09/2015 11:41:07:018  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002071443506377
29/09/2015 11:41:07:018  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002071443506377
29/09/2015 11:41:15:958  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002071443506377
29/09/2015 11:41:15:958  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002071443506377
29/09/2015 11:41:15:958  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002071443506377
29/09/2015 11:41:15:958  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002071443506377
29/09/2015 11:41:19:719  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002071443506377
29/09/2015 11:41:19:719  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002071443506377
29/09/2015 11:41:19:719  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002071443506377
29/09/2015 11:41:19:719  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | MainMenu |  |  |  | 10000002071443506377
29/09/2015 11:41:25:507  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002071443506377
29/09/2015 11:41:25:507  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002071443506377
29/09/2015 11:41:25:507  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002071443506377
29/09/2015 11:41:25:507  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002071443506377
29/09/2015 11:41:25:586  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002071443506377
29/09/2015 11:41:25:586  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002071443506377
29/09/2015 11:42:07:025  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | NOMATCH | 10000002071443506377
29/09/2015 11:42:07:025  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002071443506377
29/09/2015 11:42:07:118  INFO - In Progress | session id:mpp-2015272055937-14 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000002071443506377
29/09/2015 11:42:07:118  INFO - End | session id:mpp-2015272055937-14 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000002071443506377
29/09/2015 11:45:33:065  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002081443506643
29/09/2015 11:45:33:065  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002081443506643
29/09/2015 11:45:39:087  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002081443506643
29/09/2015 11:45:39:087  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002081443506643
29/09/2015 11:45:39:087  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002081443506643
29/09/2015 11:45:39:087  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002081443506643
29/09/2015 11:45:44:548  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002081443506643
29/09/2015 11:45:44:548  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002081443506643
29/09/2015 11:45:44:548  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002081443506643
29/09/2015 11:45:44:548  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | MainMenu |  |  |  | 10000002081443506643
29/09/2015 11:45:46:921  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002081443506643
29/09/2015 11:45:46:921  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002081443506643
29/09/2015 11:45:46:921  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002081443506643
29/09/2015 11:45:46:921  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002081443506643
29/09/2015 11:45:47:014  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002081443506643
29/09/2015 11:45:47:014  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002081443506643
29/09/2015 11:46:10:183  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002081443506643
29/09/2015 11:46:10:183  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002081443506643
29/09/2015 11:46:10:183  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000002081443506643
29/09/2015 11:46:10:183  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002081443506643
29/09/2015 11:46:51:496  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | NOINPUT | 10000002081443506643
29/09/2015 11:46:51:496  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002081443506643
29/09/2015 11:46:51:605  INFO - In Progress | session id:mpp-2015272060403-17 | DM:ReportEnd | TransferAgent_PP | Return Code | Output_Parameters:returncode |  | 10000002081443506643
29/09/2015 11:46:51:605  INFO - End | session id:mpp-2015272060403-17 | DM:ReportEnd | TransferAgent_PP |  |  |  | 10000002081443506643
29/09/2015 11:53:23:738  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002091443507114
29/09/2015 11:53:23:738  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002091443507114
29/09/2015 11:53:28:747  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002091443507114
29/09/2015 11:53:28:747  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002091443507114
29/09/2015 11:53:28:747  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002091443507114
29/09/2015 11:53:28:747  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002091443507114
29/09/2015 11:53:34:582  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002091443507114
29/09/2015 11:53:34:582  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002091443507114
29/09/2015 11:53:34:582  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002091443507114
29/09/2015 11:53:34:582  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | MainMenu |  |  |  | 10000002091443507114
29/09/2015 11:53:42:165  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002091443507114
29/09/2015 11:53:42:165  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002091443507114
29/09/2015 11:53:42:165  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002091443507114
29/09/2015 11:53:42:165  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002091443507114
29/09/2015 11:53:42:274  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002091443507114
29/09/2015 11:53:42:274  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002091443507114
29/09/2015 11:54:01:276  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002091443507114
29/09/2015 11:54:01:276  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002091443507114
29/09/2015 11:54:01:276  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1231231231 | 10000002091443507114
29/09/2015 11:54:01:276  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002091443507114
29/09/2015 11:54:08:487  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002091443507114
29/09/2015 11:54:08:487  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002091443507114
29/09/2015 11:54:08:487  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002091443507114
29/09/2015 11:54:08:487  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002091443507114
29/09/2015 11:54:08:674  INFO - In Progress | session id:mpp-2015272061154-2 | DM:ReportEnd | NoERechargeTransaction_PP | Return Code | Output_Parameters:returncode |  | 10000002091443507114
29/09/2015 11:54:08:674  INFO - End | session id:mpp-2015272061154-2 | DM:ReportEnd | NoERechargeTransaction_PP |  |  |  | 10000002091443507114
29/09/2015 11:54:29:924  INFO - In Progress | session id:mpp-2015272061300-20 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002101443507180
29/09/2015 11:54:29:924  INFO - End | session id:mpp-2015272061300-20 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002101443507180
29/09/2015 12:38:37:679  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002111443509827
29/09/2015 12:38:37:679  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002111443509827
29/09/2015 12:38:44:828  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:38:44:828  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:38:44:828  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002111443509827
29/09/2015 12:38:44:828  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002111443509827
29/09/2015 12:38:46:654  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:38:46:654  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:38:46:654  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002111443509827
29/09/2015 12:38:46:654  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | MainMenu |  |  |  | 10000002111443509827
29/09/2015 12:38:48:152  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:38:48:152  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:38:48:152  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002111443509827
29/09/2015 12:38:48:152  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002111443509827
29/09/2015 12:38:48:277  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002111443509827
29/09/2015 12:38:48:277  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002111443509827
29/09/2015 12:39:06:248  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:39:06:248  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:39:06:248  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000002111443509827
29/09/2015 12:39:06:248  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002111443509827
29/09/2015 12:39:07:309  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:39:07:309  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:39:07:309  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002111443509827
29/09/2015 12:39:07:309  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002111443509827
29/09/2015 12:39:07:403  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002111443509827
29/09/2015 12:39:07:403  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002111443509827
29/09/2015 12:39:26:823  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:39:26:823  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:39:26:823  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN | Value | Output_Parameters:value | 1234567890 | 10000002111443509827
29/09/2015 12:39:26:823  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | MobileNumber_MN |  |  |  | 10000002111443509827
29/09/2015 12:39:29:102  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000002111443509827
29/09/2015 12:39:29:102  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000002111443509827
29/09/2015 12:39:29:102  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000002111443509827
29/09/2015 12:39:29:102  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000002111443509827
29/09/2015 12:39:29:226  INFO - In Progress | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002111443509827
29/09/2015 12:39:29:226  INFO - End | session id:mpp-2015272065707-3 | DM:ReportEnd | Transaction_PP |  |  |  | 10000002111443509827
29/09/2015 12:41:55:803  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
29/09/2015 12:41:55:803  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | Welcome_PP |  |  |  | 10000002121443510025
29/09/2015 12:42:04:074  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:04:074  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:04:074  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | TAM | 10000002121443510025
29/09/2015 12:42:04:074  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000002121443510025
29/09/2015 12:42:05:915  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MainMenu | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:05:915  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MainMenu | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:05:915  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | MainMenu | Value | Output_Parameters:value | Prepaid | 10000002121443510025
29/09/2015 12:42:05:915  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | MainMenu |  |  |  | 10000002121443510025
29/09/2015 12:42:06:882  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000002121443510025
29/09/2015 12:42:06:882  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000002121443510025
29/09/2015 12:42:06:882  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | MobileNum | 10000002121443510025
29/09/2015 12:42:06:882  INFO - End | session id:mpp-2015272070025-8 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000002121443510025
29/09/2015 12:42:06:977  INFO - In Progress | session id:mpp-2015272070025-8 | DM:ReportEnd | Transaction_PP | Return Code | Output_Parameters:returncode |  | 10000002121443510025
