01/07/2015 11:47:46:116  INFO - In Progress | session id:mpp-2015182060954-4 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000012731435730994
01/07/2015 11:56:04:284  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000012841435731484
01/07/2015 11:56:11:673  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000012841435731484
01/07/2015 11:56:11:673  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000012841435731484
01/07/2015 11:56:11:673  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000012841435731484
01/07/2015 11:56:11:673  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000012841435731484
01/07/2015 11:56:13:603  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000012841435731484
01/07/2015 11:56:13:607  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000012841435731484
01/07/2015 11:56:13:607  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000012841435731484
01/07/2015 11:56:13:607  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000012841435731484
01/07/2015 11:56:14:917  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000012841435731484
01/07/2015 11:56:14:917  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000012841435731484
01/07/2015 11:56:14:917  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000012841435731484
01/07/2015 11:56:14:917  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000012841435731484
01/07/2015 11:56:16:821  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | OfferMsg_PP | Return Code | Output_Parameters:returncode |  | 10000012841435731484
01/07/2015 11:56:16:821  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | OfferMsg_PP |  |  |  | 10000012841435731484
01/07/2015 11:56:22:482  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Subscribe_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000012841435731484
01/07/2015 11:56:22:484  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Subscribe_MN | Input Type | Output_Parameters:inputType | dtmf | 10000012841435731484
01/07/2015 11:56:22:484  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | Subscribe_MN | Value | Output_Parameters:value | ReEnter | 10000012841435731484
01/07/2015 11:56:22:484  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | Subscribe_MN |  |  |  | 10000012841435731484
01/07/2015 11:56:27:779  INFO - In Progress | session id:mpp-2015182061804-9 | DM:ReportEnd | OfferMsg_PP | Return Code | Output_Parameters:returncode |  | 10000012841435731484
01/07/2015 11:56:27:779  INFO - End | session id:mpp-2015182061804-9 | DM:ReportEnd | OfferMsg_PP |  |  |  | 10000012841435731484
01/07/2015 12:00:23:880  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | Welcome_PP | Return Code | Output_Parameters:returncode |  | 10000012881435731751
01/07/2015 12:00:23:880  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | Welcome_PP |  |  |  | 10000012881435731751
01/07/2015 12:00:29:202  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | SelectLang_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000012881435731751
01/07/2015 12:00:29:202  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | SelectLang_MN | Input Type | Output_Parameters:inputType | dtmf | 10000012881435731751
01/07/2015 12:00:29:202  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | SelectLang_MN | Value | Output_Parameters:value | ENG | 10000012881435731751
01/07/2015 12:00:29:202  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | SelectLang_MN |  |  |  | 10000012881435731751
01/07/2015 12:00:30:363  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | OldProspect_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000012881435731751
01/07/2015 12:00:30:363  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | OldProspect_MN | Input Type | Output_Parameters:inputType | dtmf | 10000012881435731751
01/07/2015 12:00:30:363  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | OldProspect_MN | Value | Output_Parameters:value | RelianceCustomer | 10000012881435731751
01/07/2015 12:00:30:363  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | OldProspect_MN |  |  |  | 10000012881435731751
01/07/2015 12:00:37:015  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | CollectMobileNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000012881435731751
01/07/2015 12:00:37:015  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | CollectMobileNumber | Input Type | Output_Parameters:inputType | dtmf | 10000012881435731751
01/07/2015 12:00:37:015  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | CollectMobileNumber | Value | Output_Parameters:value | 1234567890 | 10000012881435731751
01/07/2015 12:00:37:015  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | CollectMobileNumber |  |  |  | 10000012881435731751
01/07/2015 12:00:38:402  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | ConfirmNumber | Return Code | Output_Parameters:returncode | SUCCESS | 10000012881435731751
01/07/2015 12:00:38:402  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | ConfirmNumber | Input Type | Output_Parameters:inputType | dtmf | 10000012881435731751
01/07/2015 12:00:38:402  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | ConfirmNumber | Value | Output_Parameters:value | Confirm | 10000012881435731751
01/07/2015 12:00:38:402  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | ConfirmNumber |  |  |  | 10000012881435731751
01/07/2015 12:00:43:661  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | Prepaid_MN | Return Code | Output_Parameters:returncode | SUCCESS | 10000012881435731751
01/07/2015 12:00:43:661  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | Prepaid_MN | Input Type | Output_Parameters:inputType | dtmf | 10000012881435731751
01/07/2015 12:00:43:661  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | Prepaid_MN | Value | Output_Parameters:value | HOTDEAL | 10000012881435731751
01/07/2015 12:00:43:661  INFO - End | session id:mpp-2015182062231-20 | DM:ReportEnd | Prepaid_MN |  |  |  | 10000012881435731751
01/07/2015 12:00:45:679  INFO - In Progress | session id:mpp-2015182062231-20 | DM:ReportEnd | OfferMsg_PP | Return Code | Output_Parameters:returncode |  | 10000012881435731751
